"Общество с ограниченной ответственностью ""СОЦПРОМСТРОЙ"""=Пермский край, г Пермь, ул Чкалова, 9, Е, 501=4513996.0=58.010455=56.229443
"Общество с ограниченной ответственностью специализированный застройщик ""Мегаполис-Строй"""=241519, Брянская обл, Брянский р-н, п.Путевка, ул.Окружная, д.22=4268681.0=53.25681=34.317836
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""СТРУКТУРА"""=170040, Тверская обл, г Тверь, ш Старицкое, 18, строение 1=4220694.0=56.838179=35.804458
"Общество с ограниченной ответственностью ""ГЕНЪИНВЕСТ СТРОЙ"""=119071, Москва г, пр-кт Ленинский, д. 19, стр. 2, помещ. 2, этаж 5, ком. 10=4215820.0=55.718537=37.598088
"Общество с ограниченной ответственностью СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЭЛЛАДА"""=420108, Республика Татарстан (Татарстан), г.о. Город Казань, г Казань, ул Мазита Гафури, дом 50, офис 37=4186055.0=55.766086=49.102551
"Общество с ограниченной ответственностью СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТВОЙ ДОМ"""=423803, Республика Татарстан (Татарстан), г.о. Город Набережные Челны, г Набережные Челны, пр-кт Набережночелнинский, дом 5А, помещение 10=4149934.0=55.703317=52.329479
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОПЕЙСКИЕ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ"""=197022, Санкт-Петербург г, ул Профессора Попова, 23, А, 17-Н=4063761.0=59.971231=30.313676
ООО ТАЛИНА=430006, г.Саранск, ш.Александровское, д.7=4052920.0=54.212182=45.205579
"Общество с ограниченной ответственностью ""ФАСАД ТЕХНОЛОГИЯ МЕТАЛ"""=197374, Санкт-Петербург г, вн.тер.г. муниципальный округ № 65, ул Савушкина, д. 83, к. 3, литера А, офис 235=4003371.0=59.985016=30.250093
"ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛКАПИНВЕСТ"""=127006, Москва г, ул Долгоруковская, д. 36, стр. 3, пом.I=3979880.0=55.777586=37.604116
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГК ""УРАЛСТРОЙКОМПЛЕКС"""=622013, Свердловская обл, г Нижний Тагил, ул Кулибина, 62=3925838.0=57.903717=60.013102
"Общество с ограниченной ответственностью ""ЭЛИТСПЕЦСТРОЙ"""=386107, Республика Ингушетия, г.о. город Назрань, тер Центральный округ, ул Тангиева А-Г.Д., д. 45=3896434.0=43.224939=44.73514
"Общество с ограниченной ответственностью ""КАПСТРОЙ"""=109428, Москва г, ул. Зарайская, дом 21, помещение 207.4, офис 0103=3865729.0=55.731364=37.768983
"Общество с ограниченной ответственностью ""МОСКОВСКОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-1"""=123112, Москва г, наб Пресненская, д. 12, этаж/помещ./офис 67/22/3=3862802.0=55.755819=37.617644
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО МОНТАЖНОЕ УПРАВЛЕНИЕ № 1"""=344002, Ростовская обл, г Ростов-на-Дону, пр-кт Буденновский, 36, 406=3793525.0=47.221595=39.707979
"Общество с ограниченной ответственностью ""Техстрой"""=364024, Чеченская Респ, г Грозный, пр-кт Имени Хусейна Абубакаровича Исаева, 36, 12=3785508.0=43.311669=45.687148
"Общество с ограниченной ответственностью ""АИР ГРУПП"""=119602, город Москва, вн.тер. г. Муниципальный Округ Тропарево-Никулино, ул Академика Анохина, дом 38, корпус 1, этаж 1, помещение II, КОМН. 7H=3769445.0=55.658586=37.471425
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭРБЕК"""=111250, Москва г, ул Крузенштерна, 12, 1, 2Н=3750270.0=55.751041=37.704862
"ООО ""ПЭТРУСКо"""=119285, Город Москва, вн.тер.г. муниципальный округ Раменки, км МЖД Киевское 5-й, д. 1, стр. 1, помещ. 7/6=3727481.0=55.723957=37.503747
"Акционерное общество ""Грани Города"""=107031, Москва г, пл Трубная, 2, 14/1п=3724263.0=55.766491=37.622333
"Общество с ограниченной ответственностью ""Газстройтех"""=194044, Санкт-Петербург г, пр-кт Большой Сампсониевский, 66, А, Офис 6 (Помещение 13-Н Этаж 4)=3691257.0=59.979056=30.337149
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНАТ ГРУПП"""=420051, Татарстан Респ, г Казань, ул Химическая, д.48=3684827.0=55.874087=49.002066
"Общество с ограниченной ответственностью ""Лефортовская Строительная Компания"""=111250, Москва г, Завода Серп и Молот проезд, дом 6, офис под 1, эт 3, оф 310=3673991.0=55.753539=37.698286
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСТРОЙМОНТАЖ"""=630008, Новосибирская обл, г Новосибирск, ул Кирова, 113, оф.329/12=3664646.0=55.013162=82.954521
"Общество с ограниченной ответственностью Предприятие по строительству ""Лесстр"""=410012, Саратовская область, г Саратов, ул им Слонова И.А., д. 1=3624018.0=51.532744=46.005187
"Общество с ограниченной ответственностью ""ДИАМАНДСЕРВИС"""=143422, Московская обл, г Красногорск, д Тимошкино, ул Архитектора Райта, 1=3621309.0=55.775024=37.109324
"Общество с ограниченной ответственностью ""Т-строй"""=140030, Московская обл, Люберцы г, Малаховка рп, Овражки мкр., Лесопитомник ул, дом 7, комната 311=3556085.0=55.663583=38.035289
"Общество с ограниченной ответственностью ""СПЕЦПРОММОНТАЖ"""=423575, Татарстан респ, Нижнекамский р-н, Нижнекамск г, Строителей пр-кт, дом 6А=3487357.0=55.627295=51.819461
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕВРОИНВЕСТ МУРИНО"""=188678, Ленинградская обл, р-н Всеволожский, г. Мурино, б-р Менделеева, 8, Помещ. 21-Н=3451478.0=60.051284=30.438578
"Общество с ограниченной ответственностью ""Ресурс-Инт"""=196140, Санкт-Петербург г, п Шушары,  улица Кокколевская, 1, А, 44Н/3.19=3450342.0=59.807224=30.379523
"Общество с ограниченной ответственностью ""Инждорстрой-М"""=123592, Москва г, Строгинский б-р, дом 4, помещение V=3445214.0=55.80438=37.396704
"Общество с ограниченной ответственностью ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""АНДОР"""=603093, Нижегородская обл, Нижний Новгород г, Яблоневая ул, дом № 28, литера П, комната 102/4=3444827.0=56.313708=44.056229
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ-СТК"""=105082, г. Москва, Рубцовская наб., д. 4, к. 3=3436000.0=55.775819=37.698538
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК  ""ВИВА"""=692918, Приморский край, г Находка, ул Минская, 3=3430153.0=42.840592=132.883342
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОРПОРАЦИЯ ""СТРОЙИНЖИНИРИНГ"""=422060, Республика Татарстан (Татарстан), м.р-н Сабинский, г.п. поселок городского типа Богатые Сабы, Сабы ПГТ Богатые, ТУКАЯ, д.д. 87А, корп.помещ. 47=3423087.0=56.00853=50.44794
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПИКА"""=354002, Краснодарский край, г Сочи,  улица Я.Фабрициуса, 12, пом. 106=3420513.0=43.574325=39.747658
"Общество с ограниченной ответственностью ""СК С.Т.С."""=143405, Московская обл, Красногорск г, Ильинское ш, дом № 1А, помещение 9Б/1, этаж 9=3417810.0=55.820369=37.319484
"Общество с ограниченной ответственностью ""СФЕРА"""=123290, Москва г, туп. 1-Й Магистральный, дом 11СТР1, помещение . I, комната .14Л=3340250.0=55.766283=37.526851
"Общество с ограниченной ответственностью ""Архитектурно-Строительная Группа Компаний"""=198516, Санкт-Петербург г, г Петергоф, пр-кт Санкт-Петербургский, 60, лит. Ю, 303=3335778.0=59.881751=29.894423
"Общество с ограниченной ответственностью ""ЦентрСпецАвтоматика"""=109004, Город Москва, вн.тер. г. Муниципальный Округ Таганский, ул Земляной Вал, дом 64, строение 2, помещение 2/4=3323892.0=55.746188=37.654709
"Общество с ограниченной ответственностью ""БАСК"""=111672, Город Москва, вн.тер.г. муниципальный округ Новокосино, ул Новокосинская, д. 49, помещ. 2/1=3308887.0=55.755819=37.617644
"Общество с ограниченной ответственностью ""ЮНИНОВА Констракшн Плюс"" (ООО ""ЮНИНОВА Констракшн Плюс"")"=129226, Москва г, ул Сельскохозяйственная, д. 12Б, стр. 4=3293684.0=55.838612=37.646408
"Общество с ограниченной ответственностью  ""ТЕХНОСТРОЙ"""=198516, Санкт-Петербург г, Петергоф г, Санкт-Петербургский пр-кт, дом 60, литер Ф, офис 214=3260387.0=59.881444=29.890929
"Общество с ограниченной ответственностью ""КОМПАНИЯ Б.В.С."""=109428, Москва г, Рязанский пр-кт, дом 10, строение 18, этаж 8, офис 809=3256717.0=55.725143=37.760063
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭРЛАЙН"""=125284, Москва г, пр-кт Ленинградский, 35, стр.2, Эт. 5 Пом.187=3184326.0=55.790752=37.550208
"Общество с ограниченной ответственностью ""ИНСТРОЙПРОЕКТ"""=127473, Москва г., Краснопролетарская ул., дом 16, строение 1, помещение I, комната 9=3176177.0=55.777089=37.607197
"АО ""БСТ"""=633010, Новосибирская обл, г.Бердск, ул.Ленина, д.69=3135029.0=54.760075=83.106587
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАВИС-ГРАД"""=198096, Санкт-Петербург г, дор На Турухтанные острова, 6, 5, Помещ. 1-Н=3128017.0=59.938676=30.314494
"Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""АК ТАШ-ИНВЕСТСТРОЙ"""=420025, Республика Татарстан (Татарстан), г. Казань, пер. Дуслык, здание 8, помещение 1001, офис 31=3104085.0=55.793247=49.230094
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТСНРУ"""=117449, Москва г, ул Шверника, д.18, к1, 3П=3087373.0=55.689796=37.592653
"Общество с ограниченной ответственностью ""УРАЛПРОФСТРОЙ"""=455010, Челябинская обл, Магнитогорск г, Любимая ул, дом 20=3065121.0=53.334898=58.97836
"Общество с ограниченной ответственностью ""ГРМ"""=107564, город Москва, ул. Краснобогатырская, дом 2, строение 1, этаж 1, помещение 1, кабинет 19=2990932.0=55.814558=37.693723
"Общество с ограниченной ответственностью ""СК Русь-Строй"""=350065, Краснодарский край, Краснодар г, Гидростроителей ул, дом № 63, помещение 14,15=2973822.0=45.003786=39.085231
"ООО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ"""=141190, Московская обл, г Фрязино, ул Вокзальная, 6 А, офис 77=2954360.0=55.960714=38.048207
"Акционерное общество ""ТОРОС"""=125047, Москва г, Миусская пл, дом № 2,  эт/ком 2/1=2927967.0=55.775889=37.593057
"Общество с ограниченной ответственностью ""ЭЛЕМЕНТ"""=454090, Челябинская область, г. Челябинск, ул. Маркса, дом 38, офис 601=2896338.0=55.165888=61.411824
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС КОНСТРАКШН"""=620014, Свердловская обл, г Екатеринбург, ул Сакко и Ванцетти, 64, 20=2887522.0=56.831748=60.589506
"Общество с ограниченной ответственностью ""СтройТехИнвест"""=400119, Волгоградская обл, Волгоград г, Азербайджанская ул, дом № 272 А, оф. 2-03=2870716.0=48.685837=44.472239
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЭНЕРГОСТРОЙ"""=628401, Ханты-Мансийский Автономный округ - Югра АО, г Сургут, ул Мостостроителей, 1, 2=2856709.0=61.241778=73.393032
"Общество с ограниченной ответственностью ""ЛЭНД"""=420021, Татарстан Респ, Казань г, Габдуллы Тукая ул, дом № 57, офис 47Б=2852249.0=55.779271=49.114723
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕНПОДРЯДНОЕ ПРЕДПРИЯТИЕ ""СТРОЙТЭК"""=620144, Свердловская обл, г Екатеринбург, ул Сурикова, 53, 218=2832709.0=56.806392=60.602631
"АО ""СЗ""ИСКО-Ч"""=428000, Чувашская Республика - Чувашия, г Чебоксары, ул Петрова, 6=2824138.0=56.119669=47.252013
"Общество с ограниченной ответственностью ""БЕЛЫЙ ДОМ"""=163002, Архангельская обл, г. Архангельск, ул. Октябрят, дом 27, корпус ЭТАЖ 4=2818814.0=64.534343=40.5982
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРХОНТ"""=119027, Москва г, ул Каховка, 20А=2805879.0=55.658393=37.567204
"Общество с ограниченной ответственностью ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ""ИЛЬИНСКОЕ"""=109428, Город Москва, ул. Зарайская, дом 21, ПОМ 207.3 ОФИС 0108=2787955.0=55.731364=37.768983
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ СПЕЦСТРОЙ"""=117463, Москва г, пр-кт Новоясеневский, 32, 1, Э 1 Пом VI К 2 оф 44=2778730.0=55.604025=37.539473
"Общество с ограниченной ответственностью ""ГАЗХОЛОДМАШ"""=629850, ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ, РАЙОН ПУРОВСКИЙ, ГОРОД ТАРКО-САЛЕ, ПРОМЗОНА ПРОМБАЗА ПГЭ=2763605.0=64.910484=77.734976
"Общество с ограниченной ответственностью ""Стройсервис"""=420012, Татарстан респ, г Казань, пер Щербаковский, д. 7, помещ. 1005=2755169.0=55.785655=49.130785
"Общество с ограниченной ответственностью ""Монолит"""=г. Ульяновск, ул. Генерала Мельникова, д. 10, ОФИС 3, 432054=2727007.0=54.277089=48.269427
"ООО СМП ""ПОРТАЛ"""=г. Казань, ул. Аделя Кутуя, д. 157, ОФИС 1, 420087=2699973.0=55.77271=49.189382
"Общество с ограниченной ответственностью ""СТРОЙЭНЕРГОКОМПЛЕКТ"""=107023, Москва г, вн.тер.г. муниципальный округ Преображенское, ул Электрозаводская, д. 24, стр. 1=2699945.0=55.789082=37.706946
"Общество с ограниченной ответственностью ""ИМПЕРА-М"""=361624, Кабардино-Балкарская Респ, р-н Эльбрусский, г Тырныауз, ул Автогаражная 2 линия, 2=2695993.0=43.418158=42.93877
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНЕКАМСКХИМРЕМОНТСТРОЙ"""=420073, Татарстан Респ, г Казань, ул Гвардейская, 33, 210=2686875.0=55.785604=49.171596
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОСТРОЙ"""=308001, Белгородская область, г Белгород, ул Вокзальная, д. 18=2685077.0=50.597684=36.607327
"ООО ТСП ""Воронеж Строй Комплекс"""=394004, Воронежская обл, г.Воронеж, ул.Ленинградская, д.114, 1=2661386.0=51.645621=39.242301
"Общество с ограниченной ответственностью ""Тетра Групп"""=123557, Город Москва, вн.тер.г. муниципальный округ Пресненский, ул Пресненский Вал, д. 21, стр. 12, помещ. 196Н=2653888.0=55.771125=37.565686
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВГ КАПСТРОЙ"""=107078, Москва г,  вн.тер.г. муниципальный округ Красносельский, ул Новая Басманная, 9, стр 4=2645245.0=55.770593=37.656011
"ООО ""СК ""ИНЖГЕОКОМ"""=354053, Краснодарский край, г Сочи, пер Теневой, 95=2642185.0=43.649973=39.708078
"Общество с ограниченной ответственностью ""Проектно-строительная компания СПЕЦГЕОПРОЕКТ"""=115114, Город Москва, вн.тер.г. муниципальный округ Замоскворечье, наб Шлюзовая, д. 8, стр. 1, этаж 3, помещ. 12=2638502.0=55.730492=37.647567
"Общество с ограниченной ответственностью ""СЕЛЕНА МОНТАЖ"""=199178, Санкт-Петербург г, линия 18-Я В.О., д. 29, литера И, помещ. 1-Н, ч.ком. 399, ком. 401-410=2617236.0=59.93786=30.265823
"Общество с ограниченной ответственностью ""СТРОЙ МОНТАЖ СП"""=141503, Московская обл, г Солнечногорск, ул Красная, стр. 23, помещ. 15=2615695.0=56.182386=36.984907
"Общество с ограниченной ответственностью ""ВИК"""=Московская обл., г. Домодедово, Северный мкр., ул. Каширское шоссе, стр. 17а, оф. 9, 142000=2602615.0=55.450486=37.744414
"ООО Специализированный застройщик ""Строительная компания ""Система"""=410010, Саратовская обл, г Саратов, ул им Бирюзова С.С., д. 22=2601197.0=51.569192=46.032433
"Общество с ограниченной ответственностью ""БОФФЕР"""=117461, Москва г, вн.тер. г. муниципальный округ Зюзино, ул Херсонская, д. 5, к. 2, помещ. I, ком. 2, ОФ 33=2596088.0=55.649413=37.573142
"Общество с ограниченной ответственностью ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ"""=125480, Москва г, ул Героев Панфиловцев, 16, 1 Этаж Подвал/Помещ/, офис 0/III/8 Ком. 8=2593882.0=55.858822=37.4243
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""РЫБОВОДСТРОЙ"""=693004, Сахалинская обл, г Южно-Сахалинск, ул Ленина, 384, Б/1=2588376.0=46.957771=142.729587
"Общество с ограниченной ответственностью ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СОДРУЖЕСТВО"""=675005, Амурская обл, г. Благовещенск, ул. Политехническая, дом 144, офис 3=2584691.0=50.276826=127.557851
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""РЕСУРС"""=352631, Краснодарский край, р-н Белореченский, г Белореченск, ул Приозерная, 5=2582461.0=44.795902=39.868068
"Акционерное общество ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА № 8"""=Чувашская Республика - Чувашия, г. Цивильск, ул. Павла Иванова, двлд. 8д, 429900=2548445.0=55.858286=47.461482
"Общество с ограниченной ответственностью ""АПЕКС"""=420111, Татарстан Респ, Казань г, Карла Фукса ул, дом 11/6, офис 16=2543165.0=55.798667=49.119386
"Общество с ограниченной ответственностью ""СТРОИТЕЛЬНЫЙ ТРЕСТ-12"""=142116, Московская обл, г.о. Подольск, г Подольск, ул Лобачева, д. 13, офис 608/41=2531741.0=55.43794=37.571785
"Общество с ограниченной ответственностью ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ-10"""=450081, Башкортостан респ., Уфа г., Шота Руставели ул., дом 9, помещение . 24, этаж ЦОКОЛЬНЫЙ=2521584.0=54.791679=56.041192
"Общество с ограниченной ответственностью ""СИНТЕЗИС ИНГ"""=298612, Крым Респ, Ялта г, Садовая ул, дом № 31, литера А=2518867.0=44.501099=34.167242
"Общество с ограниченной ответственностью ""ЭдвансСтрой"""=109382, Москва г, вн.тер.г. муниципальный округ Марьино, ул Нижние Поля, д. 31, стр. 1, этаж 4, помещ. VII, ком. 31=2512158.0=55.656737=37.729484
"Общество с ограниченной ответственностью ""СПК-ИНЖИНИРИНГ"""=129515, Москва г, Академика Королева ул, дом 13, строение 1, этаж 6, помещение V, комната 32=2494953.0=55.818882=37.618354
ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ 'МОНТАЖНИК'=Саха /Якутия/ Респ, у Таттинский, с Ытык-Кюель, ул Юбилейная, 9=2483552.0=62.37084=133.54505
"Закрытое акционерное общество ""ТРЕСТ 101"""=195248, Город Санкт-Петербург, пер. Уманский, дом 71, литер А, офис 159=2457450.0=59.964494=30.451253
"Общество с ограниченной ответственностью ""ЛИДЕР-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК"""=694350, Сахалинская область, р-н Смирныховский, пгт Смирных, ул. Южная, дом 3=2437786.0=49.730814=142.843386
"Общество с ограниченной ответственностью ""СТРОЙ - ВЕСТ"""=249032, Калужская обл, Обнинск г, Аксенова ул, дом № 9Б=2437160.0=55.116701=36.613373
"Общество с ограниченной ответственностью ""Строй Капитал"""=625031, Тюменская обл, г Тюмень, ул Дружбы, д. 73, к. 4, помещ. 2=2431314.0=57.183827=65.563343
"Общество с ограниченной ответственностью ""СК ""Регионспецмонтаж"""""=117042, Город Москва, вн.тер.г. муниципальный округ Южное Бутово, ул Горчакова, д. 1, к. 3, кв. 100=2423986.0=55.548309=37.52854
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К7"""=141402, Московская обл, г Химки, ул Ленинградская, 29, 915/3=2411372.0=55.903302=37.420365
"ООО ""Тенза"""=р-н Холмский, г. Холмск, ул. Железнодорожная, влд 90, А, 694620=2409509.0=47.059551=142.078201
"ООО ""СТРОЙСПЕЦПРОЕКТ"""=350075, Краснодарский край, г Краснодар, ул им. Селезнева, 2/5=2406390.0=45.027839=39.017426
"Общество с ограниченной ответственностью ""ФОРТРЕСС"""=191040, Санкт-Петербург г, вн.тер. г. муниципальный округ Лиговка-Ямская, пр-кт Лиговский, д. 60-62, литера М, этаж 4, помещ. 410-417=2406321.0=59.921588=30.363649
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙБИЗНЕС-УРАЛ"""=620130, Свердловская обл, г Екатеринбург, ул Юлиуса Фучика, 5, 159=2399731.0=56.798211=60.619025
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКЦИЯ СТРОЯЩИХСЯ ОБЪЕКТОВ"""=620100, Свердловская обл, г Екатеринбург, тракт Сибирский, 57, 522-6=2399142.0=56.788598=60.545399
"ООО ""СТРОЙКАПИТАЛИНВЕСТ"""=105082, Москва г, ул Фридриха Энгельса, 75, 10, 8=2396774.0=55.755819=37.617644
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВ"""=195220, Санкт-Петербург г, пр-кт Непокорённых, 49, Лит/Пом А/27н=2394085.0=59.938676=30.314494
"Общество с ограниченной ответственностью ""ГИМТАШ ИНЖИНИРИНГ"""=127521, Город Москва, проезд 17-й Марьиной Рощи, д. 4, к. 1, этаж 7, помещ. XVII, ком. 20=2391445.0=55.809171=37.611976
"Общество с ограниченной ответственностью ""МОСКОВСКАЯ ДОРОЖНАЯ КОМПАНИЯ"""=123112, Город Москва, вн.тер. г. Муниципальный Округ Пресненский, наб Пресненская, дом 12, этаж 55, помещение IV=2376341.0=55.749633=37.537434
"Общество с ограниченной ответственностью ""СТРОЙКОМПЛЕКТСЕРВИС"""=390013, Рязанская обл, Рязань г, Шоссейный пер, дом 3, литера К=2372760.0=54.630659=39.698897
